Index,Name1,Name,Date_of_birth,Season_year,Season,Team1,Team,Games_Played,Goals,Assists,Points,PlusMinus_Ratings,Penalty_Minutes,Shots_on_Goal,Shooting_Percentage,PowerPlay_Goals,PowerPlay_Assists,Short_Goals,Short_Assists,Game_Winning_Goals,Game_Tying_Goals,Time_on_Ice_per_Game,Production,Number,Games_Started,Wins,Losses,Ties,Overtime_Losses,Goals_Against,Goals_Against_Average,Shots_Against,Saves,Save_Percentage,Shutouts,Position1,Position,Height,Weight,x,Body_mass_index,Place_of_birth1,Place_of_birth,Age,Experience
52,Alex Biega,అలెక్స్ బీగా,4/4/1988,2015,'14-'15,VAN,విఎఎన్,228,4,35,39,-23,118,330,14.3,0,1,0,1,2,0,15:48,110:34:00,3,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,178,90,28.4,28.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Montreal, Quebec","మాంట్రియల్, క్యూబెక్",27,1
53,Alex Bolduc,అలెక్స్ బోల్డక్,6/26/1985,2009,'08-'09,VAN,విఎఎన్,65,2,3,5,-7,44,63,0,0,0,0,0,1,0,7:20,51:21:00,49,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,190,91,25.2,25.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Montreal, Quebec","మాంట్రియల్, క్యూబెక్",24,1
54,Alex Brooks,అలెక్స్ బ్రూక్స్,8/21/1976,2007,'06-'07,NJ,ఎన్.జె,19,0,1,1,-1,4,4,0,0,0,0,0,0,0,8:39,164:19:00,32,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,88,25.7,25.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Madison, Wisconsin","మాడిసన్, విస్కాన్సిన్",31,1
55,Alex Burrows,అలెక్స్ బర్రోస్,4/11/1981,2006,'05-'06,VAN,విఎఎన్,913,205,204,409,104,1134,1736,14.3,21,22,17,7,31,0,10:24,37:16:00,14,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,85,24.8,24.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Pincourt, Quebec","పిన్‌కోర్ట్, క్యూబెక్",25,1
56,Alex Foster,అలెక్స్ ఫోస్టర్,8/26/1984,2008,'07-'08,TOR,టిఓఆర్,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3:32,0:00,53,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,86,25.1,25.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Canton, Michigan","కాంటన్, మిచిగాన్",24,1
57,Alex Friesen,అలెక్స్ ఫ్రైసెన్,1/30/1991,2016,'15-'16,VAN,విఎఎన్,1,0,0,0,-2,0,1,0,0,0,0,0,0,0,11:43,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,175,84,27.4,27.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"St. Catharines, Ontario","సెయింట్ కాథరిన్స్, అంటారియో",25,1
58,Alex Goligoski,అలెక్స్ గోలిగోస్కీ,7/30/1985,2008,'07-'08,PIT,పిఐటి,868,80,327,407,29,294,1367,0,26,108,1,8,9,0,13:56,20:55,33,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,180,84,25.9,25.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Grand Rapids, Minnesota","గ్రాండ్ రాపిడ్స్, మిన్నెసోటా",23,1
59,Alex Grant,అలెక్స్ గ్రాంట్,1/20/1989,2014,'13-'14,ANA,ఎఎన్ఎ,7,2,0,2,1,9,6,100,0,0,0,0,0,0,12:11,12:11,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,93,25,25<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Antigonish, Nova Scotia","యాంటిగోనిష్, నోవా స్కోటియా",25,1
60,Alex Henry,అలెక్స్ హెన్రీ,10/18/1979,2003,'02-'03,WSH,డబ్ల్యు ఎస్ హెచ్ ,177,2,9,11,-7,269,86,0,0,0,0,0,0,0,3:39,0:00,24,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,198,104,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Elliot Lake, Ontario","ఇలియట్ లేక్, అంటారియో",24,1
61,Alex Hicks,అలెక్స్ హిక్స్,9/4/1969,1996,'95-'96,ANA,ఎఎన్ఎ,258,25,54,79,8,247,296,12,0,1,0,3,6,2,0:00,0:00,12,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,183,86,25.7,25.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Calgary, Alberta","కాల్గరీ, అల్బెర్టా",27,1
62,Alex Killorn,అలెక్స్ కిల్లోర్న్,9/14/1989,2013,'12-'13,TB,టిబి,585,131,179,310,78,333,1154,8.5,24,33,3,3,26,0,16:49,33:38:00,17,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,188,90,25.5,25.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Halifax, Nova Scotia","హాలిఫాక్స్, నోవా స్కోటియా",24,1
63,Alex Korolyuk,అలెక్స్ కొరోలియుక్,1/15/1976,1998,'97-'98,SJ,ఎస్.జె,296,62,80,142,26,140,540,8.7,13,16,0,0,5,2,0:00,0:00,94,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,175,86,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Moscow,మాస్కో,22,1
64,Alex Kovalev,అలెక్స్ కోవెలెవ్,2/24/1973,1993,'92-'93,NYR,ఎన్.వై.ఆర్,1316,430,599,1029,-31,1304,3585,14.9,133,247,9,9,70,8,0:00,0:00,27,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,185,102,29.8,29.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Togliatti, USSR","టోగ్లియాట్టి, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",20,1
65,Alex Ovechkin,అలెక్స్ ఒవెచ్కిన్,9/17/1985,2006,'05-'06,WSH,డబ్ల్యు.ఎస్.హెచ్ ,1152,706,572,1278,82,719,5545,12.2,260,222,4,1,110,0,21:37,16:31,8,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,190,108,29.9,29.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Moscow, USSR","మాస్కో, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",21,1
66,Alex Petrovic,అలెక్స్ పెట్రోవిక్,3/3/1992,2013,'12-'13,FLA,ఎఫ్ఎల్ఎ,263,5,45,50,-10,360,253,0,0,0,0,1,1,0,18:47,0:00,6,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,93,25,25<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Edmonton, Alberta","ఎడ్మోంటన్, అల్బెర్టా",21,1
67,Alex Pietrangelo,అలెక్స్ పీట్రాంజెలో,1/18/1990,2009,'08-'09,STL,ఎస్.టి.ఎల్ ,758,109,341,450,77,241,1801,0,34,116,0,8,25,0,16:31,132:07:00,27,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,93,25.8,25.8<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"King City, Ontario","కింగ్ సిటీ, అంటారియో",19,1
68,Alex Plante,అలెక్స్ ప్లాంటే,5/8/1989,2010,'09-'10,EDM,ఇడిఎం,10,0,2,2,-1,15,9,0,0,0,0,0,0,0,13:36,54:24:00,48,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,102,27.4,27.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Brandon, Manitoba","బ్రాండన్, మానిటోబా",21,1
69,Alex Stalock,అలెక్స్ స్టాలాక్,7/28/1987,2011,'10-'11,SJ,ఎస్.జె,151,0,0,0,0,0,0,NONE,0,0,0,0,0,0,29:47:00,NONE,32,0,61,49,0,18,20.32,0,3879,3527,1,9,Goaltender,గోల్ టెండర్ ,183,85,25.4,25.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"St. Paul, Minnesota","సెయింట్ పాల్, మిన్నెసోటా",24,1
70,Alex Tanguay,అలెక్స్ టాంగ్వే,11/21/1979,2000,'99-'00,COL,సిఓఎల్,1088,283,580,863,163,527,1525,23,62,182,7,4,43,3,15:38,23:18,40,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,88,25.7,25.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"St. Justine, Quebec","సెయింట్ జస్టిన్, క్యూబెక్",21,1
71,Alex Vasilevskii,అలెక్స్ వాసిలేవ్స్కీ,1/8/1975,1996,'95-'96,STL,ఎస్.టి.ఎల్ ,4,0,0,0,-2,2,3,0,0,0,0,0,0,0,0:00,0:00,15,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,178,77,24.3,24.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kiev, Ukraine","కీవ్, ఉక్రెయిన్",21,1
72,Alex Zhamnov,అలెక్స్ జామ్నోవ్,10/1/1970,1993,'92-'93,WPG,డబ్ల్యుపిజి ,807,249,470,719,9,668,2078,15.3,64,191,9,13,34,4,0:00,0:00,10,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Moscow,మాస్కో,23,1
73,Alexander Burmistrov,అలెగ్జాండర్ బర్మిస్ట్రోవ్,10/21/1991,2011,'10-'11,ATL,ఎటిఎల్,348,37,64,101,-31,139,435,6.5,6,5,1,3,4,0,13:13,48:54:00,42,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,82,24,24<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kazan, USSR","కజాన్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",20,1
74,Alexander Edler,అలెగ్జాండర్ ఎడ్లర్,4/21/1986,2007,'06-'07,VAN,విఎఎన్,873,99,302,401,-28,607,1922,10,46,131,1,1,9,0,11:27,83:57:00,23,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,98,27.1,27.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Ostersund, Sweden","ఓస్టర్‌సుండ్, స్వీడన్",21,1
75,Alexander Frolov,అలెగ్జాండర్ ఫ్రోలోవ్,6/19/1982,2003,'02-'03,LA,ఎల్ఎ,579,175,222,397,27,218,1274,9.9,42,73,7,6,27,1,14:23,36:39:00,31,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,188,95,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Moscow, USSR","మాస్కో, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",21,1
76,Alexander Godynyuk,అలెగ్జాండర్ గాడిన్యుక్,1/27/1970,1991,'90-'91,TOR,టిఓఆర్,223,10,39,49,-8,224,253,0,1,10,0,0,3,0,0:00,0:00,5,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,183,94,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kiev, Ukraine","కీవ్, ఉక్రెయిన్",21,1
77,Alexander Karpovtsev,అలెగ్జాండర్ కార్పోవ్ట్సేవ్,4/7/1970,1994,'93-'94,NYR,ఎన్.వై.ఆర్,596,34,154,188,46,430,643,3.8,18,59,2,4,6,0,0:00,0:00,7,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,190,100,27.7,27.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Moscow,మాస్కో,24,1
78,Alexander Kerch,అలెగ్జాండర్ కెర్చ్,3/16/1967,1994,'93-'94,EDM,ఇడిఎం,5,0,0,0,-8,2,4,0,0,0,0,0,0,0,0:00,0:00,NONE,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,178,86,27.1,27.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Arkhangelsk,అర్ఖంగెల్స్క్,27,1
79,Alexander Kharitonov,అలెగ్జాండర్ ఖరిటోనోవ్,3/30/1976,2001,'00-'01,TB,టిబి,71,7,15,22,-10,12,108,6.8,0,5,0,0,0,0,11:40,35:00:00,14,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,175,77,25.1,25.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Moscow,మాస్కో,25,1
80,Alexander Khavanov,అలెగ్జాండర్ ఖవనోవ్,1/30/1972,2001,'00-'01,STL,ఎస్.టి.ఎల్ ,348,27,75,102,14,233,375,7.6,8,33,2,3,2,0,20:54,67:15:00,25,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,87,25.4,25.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Moscow,మాస్కో,29,1
81,Alexander Mogilny,అలెగ్జాండర్ మొగిల్నీ,2/18/1969,1990,'89-'90,BUF,బియుఎఫ్,990,473,559,1032,81,432,2966,11.5,141,208,20,14,66,11,0:00,0:00,89,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,183,95,28.4,28.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Khabarovsk,ఖబరోవ్స్క్,21,1
82,Alexander Nikulin,అలెగ్జాండర్ నికులిన్,8/25/1985,2008,'07-'08,OTT,ఓటిటి,3,0,0,0,-3,0,1,0,0,0,0,0,0,0,4:56,0:00,14,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,185,92,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Moscow, USSR","మాస్కో, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",23,1
83,Alexander Pechurski,అలెగ్జాండర్ పెచుర్స్కీ,6/3/1990,2010,'09-'10,PIT,పిఐటి,1,0,0,0,0,0,0,NONE,0,0,0,0,0,0,35:31:00,NONE,40,0,0,0,0,0,1.69,1.69,13,12,0.923,0,Goaltender,గోల్ టెండర్ ,183,85,25.4,25.4<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Magnitogorsk, USSR","మాగ్నిటోగోర్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",20,1
84,Alexander Perezhogin,అలెగ్జాండర్ పెరెజోగిన్,8/10/1983,2006,'05-'06,MTL,ఎంటిఎల్,128,15,19,34,16,86,212,8.3,4,3,0,0,3,0,10:08,35:43:00,42,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,183,96,28.7,28.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Ust-Kamenogorsk, Kazakhstan","ఉస్ట్-కమెనోగోర్స్క్, కజాఖ్స్తాన్",23,1
85,Alexander Radulov,అలెగ్జాండర్ రాడులోవ్,7/5/1986,2007,'06-'07,NSH,ఎన్‌ఎస్‌హెచ్,442,136,198,334,73,308,1005,18.8,36,54,0,0,22,0,11:38,20:08,47,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,185,91,26.6,26.6<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Nizhi Tagil, USSR","నిజి తగిల్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",21,1
86,Alexander Salak,అలెగ్జాండర్ సలాక్,1/5/1987,2010,'09-'10,FLA,ఎఫ్ఎల్ఎ,2,0,0,0,0,0,0,NONE,0,0,0,0,0,0,33:18:00,NONE,53,0,0,1,0,0,5.41,5.41,40,34,0.85,0,Goaltender,గోల్ టెండర్ ,185,86,25.1,25.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Strakonice, Czechoslovakia","స్ట్రాకోనిస్, చెకోస్లోవేకియా",23,1
87,Alexander Selivanov,అలెగ్జాండర్ సెలివనోవ్,3/23/1971,1995,'94-'95,TB,టిబి,459,121,114,235,-57,379,1105,10.6,41,35,0,0,23,3,0:00,0:00,29,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,183,94,28.1,28.1<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Moscow,మాస్కో,24,1
88,Alexander Semak,అలెగ్జాండర్ సెమాక్,2/11/1966,1992,'91-'92,NJ,ఎన్.జె,289,83,91,174,22,187,561,11.1,13,20,3,3,12,2,0:00,0:00,57,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,178,84,26.5,26.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,Ufa,ఉఫా,26,1
89,Alexander Semin,అలెగ్జాండర్ సెమిన్,3/3/1984,2004,'03-'04,WSH,డబ్ల్యు.ఎస్.హెచ్ ,650,239,278,517,71,582,1871,10.9,65,116,4,3,32,0,12:37,29:49:00,13,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Right_wing,రైట్ వింగ్,188,95,26.9,26.9<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Krasnoyarsk, USSR","క్రాస్నోయార్స్క్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",20,1
90,Alexander Steen,అలెగ్జాండర్ స్టీన్,3/1/1984,2006,'05-'06,TOR,టిఓఆర్,1018,245,377,622,42,454,2431,10.2,58,125,11,4,45,0,17:37,29:22:00,20,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,183,96,28.7,28.7<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Winnipeg, Manitoba","విన్నిపెగ్, మానిటోబా",22,1
91,Alexander Sulzer,అలెగ్జాండర్ సుల్జర్,5/30/1984,2009,'08-'09,NSH,ఎన్‌ఎస్‌హెచ్,131,7,15,22,4,44,121,0,0,4,0,2,1,0,6:34,0:00,52,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,185,90,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Kaufbeuren, West Germany","కౌఫ్‌బ్యూరెన్, పశ్చిమ జర్మనీ",25,1
92,Alexander Svitov,అలెగ్జాండర్ స్విటోవ్,11/2/1982,2003,'02-'03,TB,టిబి,179,13,24,37,-22,223,204,5.8,2,4,0,0,2,0,8:43,68:37:00,16,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Centre,సెంటర్,190,103,28.5,28.5<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Omsk, Russia","ఓమ్స్క్, రష్యా",21,1
93,Alexander Urbom,అలెగ్జాండర్ ఉర్బోమ్,12/20/1990,2011,'10-'11,NJ,ఎన్.జె,34,3,1,4,-1,28,24,20,0,0,0,1,1,0,12:35,100:38:00,34,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Defence,డిఫెన్స్,193,98,26.3,26.3<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Stockholm, Sweden","స్టాక్‌హోమ్, స్వీడన్",21,1
94,Alexander Vasyunov,అలెగ్జాండర్ వాస్యునోవ్,4/22/1988,2011,'10-'11,NJ,ఎన్.జె,18,1,4,5,0,0,18,5.6,0,0,0,0,0,0,11:29,41:19:00,16,NONE,0,0,0,0,0,NONE,0,0,NONE,0,Left_wing,లెఫ్ట్ వింగ్,185,93,27.2,27.2<ref>{{Cite web|url=https://www.kaggle.com/datasets/alexbenzik/nhl-players-statistics |title=Plants data|website=https://www.kaggle.com}}</ref>,"Yaroslavl, USSR","యారోస్లావల్, యునైటెడ్ సోషలిస్ట్ సోవియట్ రిపబ్లిక్",23,1
